id,fen,solution,rating,theme
JlcB3,6k1/1R3ppp/p7/8/8/2b1rN1P/P4PPK/3r4 w - - 0 28,b7b8 d1d8 b8d8 e3e8 d8e8,430,메이트 3수
V0Nef,8/8/8/6N1/p7/8/1k6/3K4 b - - 0 44,a4a3 g5e4 a3a2,431,전진한 폰
JRX1K,1r1r4/1b1Rkp2/p1p2p1b/4pP1p/2B1P3/1PN5/P1P3PP/1K1R4 b - - 4 21,d8d7 d1d7 e7d7,431,우위 잡기
QAY0v,r2r2k1/5pp1/p1p1p2p/2P1Pn2/8/3R3P/5PP1/3R2K1 w - - 0 29,d3d8 a8d8 d1d8,431,우위 잡기
07bUX,r2qk2r/p2bppbp/2pp2p1/8/3NP3/2N1PQ2/PPP3PP/R4RK1 w kq - 1 12,f3f7,431,메이트 1수
0CBPG,6k1/ppr3p1/6P1/8/8/P2R4/1KP5/8 w - - 1 31,d3d8,431,메이트 1수
CwkoT,3RB3/2p2ppk/p6p/2P2b2/2P5/r3B3/5PPP/6K1 b - - 3 30,a3a1 e3c1 a1c1 d8d1 c1d1,431,메이트 3수
JN7Kw,6k1/p4ppp/2pr4/3b4/P7/7P/1R3PPK/4r3 w - - 0 34,b2b8 d6d8 b8d8 e1e8 d8e8,431,메이트 3수
4y6vr,8/8/6K1/1k5P/p7/8/8/8 b - - 1 48,a4a3 h5h6 a3a2 g6g7 a2a1q,431,승격
0DgzY,6k1/3r1ppp/8/1P6/1r6/8/p1R1KPPP/B7 w - - 0 33,c2c8 d7d8 c8d8,432,메이트 2수
8rUXh,5R2/8/3pR3/3k4/8/pP4r1/P1P5/1K6 b - - 0 40,g3g1 f8f1 g1f1 e6e1 f1e1,432,메이트 3수
DVhoW,6k1/2R2ppp/2p2b2/pb6/8/1P3N1P/P1n1rPP1/6K1 w - - 6 27,c7c8 f6d8 c8d8 e2e8 d8e8,432,메이트 3수
7ambp,8/8/2p5/2k1K1P1/P3p3/7P/8/8 b - - 0 54,e4e3 g5g6 e3e2 g6g7 e2e1q,432,승격
LB0Ys,2k5/pp6/2p2P2/8/2P5/P6p/KPP2P2/4r3 w - - 0 38,f6f7 c8c7 f7f8q,432,승격
68Ukf,5r2/5ppk/1p2p2p/p2pP2P/2bP1R2/5R2/3K1PP1/8 w - - 0 38,f4f7 f8f7 f3f7,433,우위 잡기
XVe7o,2r2r2/1bq1ppk1/p2p2p1/1p1P2Qp/3NN3/P6P/1P2BPP1/2R3K1 b - - 0 20,c7c1 g5c1 c8c1,433,우위 잡기
0AKwW,8/2k5/5p2/p7/1p5P/1Pp5/P1P5/1K1R2r1 b - - 3 44,g1d1,433,메이트 1수
0BtyY,4r1k1/2Q2ppp/8/8/P1Pp4/3P4/2P1rPPP/R3R1K1 b - - 0 20,e2e1 a1e1 e8e1,433,메이트 2수
3KDHV,7k/5ppp/2R1rb2/3p4/1P2n3/3NP2P/6KP/8 w - - 1 38,c6c8 f6d8 c8d8 e6e8 d8e8,433,메이트 3수
Snaq8,8/p6K/2p5/2p5/2k3P1/8/6P1/8 w - - 0 45,g4g5 c4b4 g5g6 c5c4 g6g7,434,전진한 폰
eRJT9,8/8/p5p1/2pK2P1/4P3/P2k4/8/8 b - - 3 47,c5c4 e4e5 c4c3 e5e6 c3c2,434,전진한 폰
dbvq3,3r2k1/1pp2pp1/p2b3p/8/1P6/P3P2P/4NPP1/3R2K1 b - - 0 21,d6h2 g1h2 d8d1,434,디스커버드 어택
0arRg,6k1/5ppp/2p5/R1Ppr3/6P1/7P/5P2/6K1 w - - 0 28,a5a8 e5e8 a8e8,434,메이트 2수
cLzmU,8/8/5k2/1p6/6K1/6P1/8/8 b - - 0 66,b5b4 g4f3 b4b3 f3e3 b3b2,435,전진한 폰
PU5pf,8/6p1/2p5/1kP2pPp/7P/8/5r2/1r3RK1 w - - 2 61,f1b1 f2b2 b1b2,435,매달린 기물
0GwFp,r2q1rk1/5ppp/1p2pb2/pPnb4/2p5/P3PN2/2QN1PPP/1BR1K2R w K - 0 16,c2h7,435,메이트 1수
0zTmA,8/pp3kpp/8/5p2/1PP5/P7/3rRPPP/3R2K1 b - - 0 23,d2d1 e2e1 d1e1,435,메이트 2수
7KuFT,7R/8/2N3b1/P2PQPk1/r6p/2R2PpP/6P1/6K1 b - - 1 56,a4a1 c3c1 a1c1 e5e1 c1e1,435,메이트 3수
7P8bT,2k5/ppp3pp/4Rp2/8/8/B1N5/PPr2PPP/6K1 b - - 0 19,c2c1 c3d1 c1d1 e6e1 d1e1,435,메이트 3수
6023o,8/5pk1/1p3p2/2p4p/2P3bP/1P6/P2KrRP1/8 w - - 0 34,f2e2 g4e2 d2e2,436,우위 잡기
VxqDj,2k5/5R2/1p1p4/1P1P1p2/5b1P/3r4/6B1/7K b - - 1 43,d3d1 g2f1 d1f1,436,우위 잡기
5VwIu,2r2rk1/1p3ppp/pq2p1n1/3p1b2/3P4/nPQ1PNB1/P3BPPP/R1R3K1 w - - 1 18,c3c8 f8c8 c1c8,436,결정적 우위
2YaGj,7k/p4q1r/1p1p3R/1PpP1B2/P1P1PK2/8/5P2/8 w - - 0 40,h6h7 f7h7 f5h7,436,포크
0QlXJ,r1b1kb1r/1pp1pppp/p1N2n2/8/5q2/2N5/PPP2PPP/R2QKB1R w KQkq - 0 9,d1d8,436,메이트 1수
0RXpZ,5rk1/p4ppp/1p6/1N1Qp3/Pq6/2R5/2P2PPP/6K1 b - - 0 23,b4b1 d5d1 b1d1,436,메이트 2수
KHM1d,6k1/8/6pp/1K3p2/PP6/7n/8/8 w - - 0 49,a4a5 g8f7 a5a6,437,결정적 우위
OX8ft,2k5/8/2K2p2/2P1p2p/7P/6P1/8/8 b - - 3 38,e5e4 c6d5 e4e3,437,결정적 우위
0BkMS,3r2k1/R1p2pp1/1p5p/1P6/2P3n1/8/4N1PP/3Q2K1 b - - 0 29,d8d1,437,메이트 1수
0KeMx,2r3k1/ppb3p1/3q3p/8/2Pp2Q1/3P4/PP3P1P/R1B2RK1 b - - 0 23,d6h2,437,메이트 1수
02vA1,r6k/7p/5R1P/4pP2/8/2nB4/5PP1/5K2 b - - 0 31,a8a1 d3b1 a1b1,437,메이트 2수
0lX0D,1k1r4/p1p1pp2/1pb5/4QP1p/2R5/1P4pP/P5P1/6K1 b - - 0 31,d8d1 e5e1 d1e1,437,메이트 2수
0bE3n,8/8/4R3/1r6/3p4/3P1BPp/P1Pk1P1P/5K2 b - - 1 37,b5b1 f3d1 b1d1 e6e1 d1e1,437,메이트 3수
JlJ5H,1rr3k1/p4ppp/4p3/n3P3/1p5Q/1P1R1NB1/P4PPP/6K1 b - - 0 24,c8c1 d3d1 c1d1 f3e1 d1e1,437,메이트 3수
ucSrf,8/8/8/8/PpKP4/8/k7/8 b - - 0 52,b4b3 d4d5 b3b2,438,전진한 폰
3ZmCM,r1bqr1k1/pp1n1pbp/3p2p1/8/2Pp1P2/3BQ3/PP1N1PPP/R3R1K1 w - - 0 14,e3e8 d8e8 e1e8,438,우위 잡기
iBUEp,8/p5k1/2p2rn1/2P5/3p1NQ1/8/PP6/5K2 b - - 2 43,f6f4 g4f4 g6f4,438,포크
1JpwF,7k/r2q3p/5rp1/p3RN2/P1P5/3P3P/1P3PP1/4R1K1 w - - 0 29,e5e8 d7e8 e1e8 f6f8 e8f8,438,메이트 3수
9DouZ,6k1/Np2R3/5R2/6P1/7p/1P6/P2r2PP/7K b - - 4 28,d2d1 e7e1 d1e1 f6f1 e1f1,438,메이트 3수
Dylca,8/8/R7/1p1R3p/1r3B1P/6Pk/P4P2/6K1 b - - 0 38,b4b1 f4c1 b1c1 d5d1 c1d1,438,메이트 3수
L2pje,8/8/1K6/P7/7p/8/8/6k1 b - - 1 48,h4h3 a5a6 h3h2 b6b7 h2h1q,438,승격
GjgAy,8/8/p7/3k1KP1/1p6/8/8/8 w - - 0 57,g5g6 b4b3 g6g7,439,전진한 폰
sKgu3,3rbr2/3q2pk/4P2p/pp3p2/5P1N/4Q1P1/3R2BP/R5K1 b - - 0 35,d7d2 e3d2 d8d2,439,우위 잡기
0FXtq,8/pR2ppk1/3p4/2p1b3/4P3/7P/6P1/r4R1K b - - 7 30,a1f1,439,메이트 1수
0ZnIn,rn2r1k1/pp3ppb/1qp4p/6bP/3P3N/8/PPPBQ3/2KR1B1R w - - 0 19,e2e8,439,메이트 1수
0lzms,6k1/4rppp/b7/6P1/Npn1PB1P/5K2/PPn5/3R4 w - - 2 28,d1d8 e7e8 d8e8,439,메이트 2수
0VHMe,6k1/p7/2b1pBp1/4P3/3P1R2/P2Pr3/5NPP/6K1 b - - 7 33,e3e1,440,메이트 1수
0mPnX,6k1/5ppp/3r4/1P6/8/8/3n1PPP/2R3K1 w - - 0 29,c1c8 d6d8 c8d8,440,메이트 2수
pxLok,5k2/5pp1/2n4p/1B6/8/7P/4KPP1/8 b - - 3 34,c6d4 e2d3 d4b5,441,포크
0FIJv,r5k1/p4p2/5p1B/8/4N2Q/8/PPq3PP/3R3K b - - 0 21,c2d1 h4e1 d1e1,441,메이트 2수
0WLS4,r3k2r/p1Rp1pbp/3Pp1p1/4P3/3N4/7P/b4PP1/2R3K1 w kq - 0 25,c7c8 a8c8 c1c8,441,메이트 2수
0yfoO,7k/p4pp1/1p2p3/8/b1q5/P3PP2/2BQ2PP/6K1 w - - 2 31,d2d8 a4e8 d8e8,441,메이트 2수
FIlx2,6k1/1R3ppp/1p1r4/p2P4/4rP2/P3P3/KP1B1b2/8 w - - 3 38,b7b8 d6d8 b8d8 e4e8 d8e8,441,메이트 3수
Z8jgK,3r3r/Bk1n2pp/1ppR1p2/4p3/2P1b3/P5P1/1K3P1P/3R2N1 w - - 0 23,d6d7 d8d7 d1d7,442,우위 잡기
Mobdc,1b1r2k1/4Rpp1/p7/2pP4/2P3b1/8/5PP1/4R1K1 w - - 0 31,e7e8 d8e8 e1e8,442,결정적 우위
0KfZI,1r1q1rk1/2p2ppp/5n2/2Q5/1P6/P3P3/1Bb2PPP/RN2KB1R b KQ - 0 13,d8d1,442,메이트 1수
0AGuG,8/6pk/p6p/1p6/8/2PR1P2/PP2r1PP/K7 b - - 0 38,e2e1 d3d1 e1d1,442,메이트 2수
9ipUQ,6k1/p1r2ppp/2P1pq2/8/2P1P3/5P2/6PP/RR4K1 w - - 2 26,b1b8 c7c8 b8c8 f6d8 c8d8,442,메이트 3수
CLwlp,2R5/p4ppk/Pr5p/4R3/3p4/8/5PPP/6K1 b - - 0 40,b6b1 c8c1 b1c1 e5e1 c1e1,442,메이트 3수
Ef0pM,4R3/2Q2p2/1pn3p1/p1kp4/P1rp4/6pP/1P1R1PP1/6K1 b - - 2 37,c4c1 d2d1 c1d1 e8e1 d1e1,442,메이트 3수
Hla5V,5rk1/5r1p/p3pqp1/2p5/2PbP3/1P1N4/P2QB1PP/3R1R1K b - - 0 25,f6f1 e2f1 f7f1 d1f1 f8f1,442,메이트 3수
LMBYJ,4r1k1/ppBnrpbp/2p3p1/8/2P5/1P2P2P/P2R1PP1/3R2K1 w - - 4 23,d2d7 e7d7 d1d7,443,우위 잡기
DNpQG,3r2k1/ppq3pp/4p3/2b2p2/2P2P2/3QPN2/P5PP/3R2K1 w - - 1 23,d3d8 c7d8 d1d8,443,결정적 우위
0N4AQ,r3k2r/pb2bpp1/2q1p2p/1pn1N2B/8/4B3/PPP1QPPP/R4RK1 b kq - 5 16,c6g2,443,메이트 1수
0naFF,6k1/3r1ppp/4p3/3pP3/rp1P4/N2n4/1PR1NPPP/6K1 w - - 0 26,c2c8 d7d8 c8d8,443,메이트 2수
06fUn,7k/1r4pp/p2p2q1/1p2p3/4P2b/1P6/P4PPP/2R2RK1 w - - 0 26,c1c8 h4d8 c8d8 g6e8 d8e8,443,메이트 3수
Kcu1V,8/8/1K6/P5p1/6kp/8/8/4B3 b - - 0 65,h4h3 a5a6 h3h2 a6a7 h2h1q,443,승격
Q8QdF,r3r1k1/2p3bp/1p1q2p1/p7/2P1Rp2/P7/1P2Q1PP/4R1K1 w - - 0 24,e4e8 a8e8 e2e8,444,우위 잡기
hX8Iy,2kr1b2/ppp2p2/2np4/4p3/4P1bq/1PP5/P2PQN2/RNB1K3 w Q - 3 17,e2g4 h4g4 f2g4,444,우위 잡기
00GRa,1r3rk1/2p1qppb/p2n4/1p2p1Pp/4Qn1P/2P1N3/PPB2P1K/3R2R1 w - - 0 29,e4h7,444,메이트 1수
0GEB2,1k6/8/1K4R1/p5p1/6r1/8/8/8 w - - 0 53,g6g8,444,메이트 1수
0aGHL,5rk1/1RnR1pp1/4p2p/1pr1P3/8/1P4B1/P4PPP/6K1 b - - 3 27,c5c1 d7d1 c1d1,444,메이트 2수
2XK6o,8/6p1/8/6p1/2P5/7k/3K4/8 w - - 0 55,c4c5 g5g4 c5c6 g4g3 c6c7,445,전진한 폰
HnGjF,8/8/1k6/p4P1p/1pK5/1P6/8/8 w - - 0 45,f5f6 b6c6 f6f7,445,전진한 폰
6ebtA,6kr/5p1p/6p1/1Bp1rp2/3p1Qn1/3P2R1/P5PP/6K1 b - - 2 30,e5e1 f4f1 e1f1,445,결정적 우위
B59dt,4r1k1/ppbq1p1p/2p3p1/5p2/3P4/2PB3P/PP2QPP1/4R1K1 w - - 1 24,e2e8 d7e8 e1e8,445,결정적 우위
HGkYQ,r1bqr1k1/pp3ppp/1np5/3p4/1b6/1BNP4/PPPBQPPP/R3R1K1 w - - 4 15,e2e8 d8e8 e1e8,445,결정적 우위
NQ8qX,8/5ppp/p1k1p3/P2pP3/2rP4/2r1P2P/R1RK2P1/8 b - - 0 39,c3c2 a2c2 c4c2,445,결정적 우위
0A6WJ,3b2k1/6pp/2N5/p7/3B4/1r1P4/4RPPP/6K1 b - - 0 32,b3b1 e2e1 b1e1,445,메이트 2수
0TPYD,1k6/pBr3q1/Pp6/2nR3p/2P4P/1P4P1/8/6K1 w - - 0 41,d5d8 c7c8 d8c8,445,메이트 2수
BhSIR,6k1/5ppp/8/5b2/RP6/7P/3r1PPK/8 w - - 2 27,a4a8 f5c8 a8c8 d2d8 c8d8,445,메이트 3수
Xs6ar,8/8/1K3k1p/P7/7p/8/8/8 w - - 0 41,a5a6 h4h3 a6a7,446,전진한 폰
nvLAk,8/8/8/2p3K1/6PP/8/k7/8 b - - 0 52,c5c4 g5h5 c4c3 g4g5 c3c2,446,전진한 폰
p6n1T,8/8/8/7p/5Pp1/4k1P1/6K1/8 w - - 4 58,f4f5 e3e4 f5f6 e4d5 f6f7,446,전진한 폰
QaQ7v,2r3k1/1p1n1pp1/p2p2np/8/P1PP4/1P6/4R1PP/4R1K1 w - - 0 29,e2e8 c8e8 e1e8,446,우위 잡기
zAr1M,3qr1k1/1p3pp1/7p/pr2p3/4Pn2/1P5P/3Q1PPK/3RR3 w - - 0 27,d2d8 e8d8 d1d8,446,우위 잡기
0QUH2,6k1/6pp/p3p1qr/P2p4/2RPpP1P/p5P1/7K/2R5 w - - 0 35,c4c8 g6e8 c8e8,446,결정적 우위
0OGV5,3r2k1/p2n1pbp/1p1R2p1/8/1P6/2q2B1P/P4PPB/4Q1K1 b - - 0 21,c3e1,446,메이트 1수
0XJfs,6k1/6P1/1P4K1/p7/8/1p6/8/8 w - - 0 54,b6b7 b3b2 b7b8q,446,메이트 2수
0jwFo,1k6/7p/p1RP4/8/8/6B1/PPP3rP/1K6 b - - 0 39,g2g1 g3e1 g1e1,446,메이트 2수
00q4p,2Q5/p4pk1/3p2pp/8/3RP3/5P2/1r4PP/7K b - - 0 30,b2b1 c8c1 b1c1 d4d1 c1d1,446,메이트 3수
3T85b,6bk/8/p2R3P/7r/4P1R1/P7/1P6/K7 b - - 0 34,h5h1 g4g1 h1g1 d6d1 g1d1,446,메이트 3수
A0QmR,r1r3k1/p3R1p1/1p1pP1p1/8/b2Q4/4R1B1/P4PPP/6K1 b - - 0 25,c8c1 d4d1 c1d1 e3e1 d1e1,446,메이트 3수
9SFre,8/8/8/1K5p/PP4k1/8/8/8 b - - 0 60,h5h4 b5a5 h4h3 b4b5 h3h2 b5b6 h2h1q,446,승격
G5CCI,8/8/8/2PKpk2/6p1/8/8/8 w - - 0 73,c5c6 g4g3 c6c7 f5f4 c7c8q,446,승격
AdQ4C,r1b2rk1/p5pp/2p1p3/1p1pPq2/3Pp3/4P1PR/PPPQB1P1/2K2R2 b - - 1 16,f5f1 e2f1 f8f1 d2d1 f1d1,447,우위 잡기
0LkeS,1k1r1Qnr/ppp4p/8/8/3P4/8/Pq4PP/R4RK1 w - - 2 18,f8d8,447,메이트 1수
0SyGE,5k2/1q3pbn/pp4p1/2p1p2p/P3P3/2P1BP1P/1P2N1P1/3Q2K1 w - - 0 28,d1d8,447,메이트 1수
0fo32,6k1/3nbppp/p2p4/qp1Pp3/4P3/P3BP2/NPQ3PP/6K1 b - - 0 22,a5e1,447,메이트 1수
0p3jD,5rk1/r3qp2/2p4p/p2P3Q/Pp1b3R/1B1P1R2/1PP3PP/7K b - - 2 25,e7e1 f3f1 e1f1,447,메이트 2수
0CFIG,r4rk1/p1pqbppp/1p1p4/3P4/2PQ4/1P6/PB3PPP/R4RK1 w - - 0 15,d4g7,448,메이트 1수
0CJDS,2kr1r2/1pp2p1p/p3bq1p/4p3/PP6/2Q5/3N1PPP/2R1R1K1 w - - 3 20,c3c7,448,메이트 1수
052is,6k1/1p4pp/6P1/2r2P1P/b7/P2R2K1/2n5/8 w - - 0 45,d3d8 a4e8 d8e8,448,메이트 2수
0lMlx,1k6/1p3p2/5q2/1Np3p1/8/8/PPP3Pr/2K1R3 w - - 0 27,e1e8 f6d8 e8d8,448,메이트 2수
02qe6,r5k1/pp3ppp/2n1r3/8/8/2N1qB2/PPQ3PP/4RK1R b - - 3 20,e3e1,449,메이트 1수
11Ch9,4r3/pQ5p/6pk/4q3/5b2/P4B2/1P4PP/1R5K b - - 0 30,e5e1 b1e1 e8e1,449,메이트 2수
Cs8Hp,r5k1/5ppp/1Rp2p2/2Pb3N/8/2P1Q3/5PPP/6K1 b - - 0 27,a8a1 b6b1 a1b1 e3c1 b1c1,449,메이트 3수
W041H,8/8/8/1P4k1/4p3/K7/8/8 b - - 0 81,e4e3 b5b6 e3e2,450,전진한 폰
0Fu16,8/5p1k/pNp3pp/P1P5/6n1/7P/1P3qP1/5Q1K b - - 0 35,f2f1,450,메이트 1수
0O5Bz,r1b2knr/8/p3pp1p/1p3NpB/8/2N5/PP3PPP/2KR4 w - - 0 19,d1d8,450,메이트 1수
1KJmS,7k/6pp/1p4b1/p1p5/5r2/1P6/P5PP/3R3K w - - 0 32,d1d8 g6e8 d8e8 f4f8 e8f8,450,메이트 3수
7LHdv,8/8/1k4K1/7p/8/8/5P2/8 b - - 1 57,h5h4 f2f4 h4h3 f4f5 h3h2 f5f6 h2h1q,450,승격
D4DoO,8/8/6K1/p7/7P/1k6/8/8 w - - 2 60,h4h5 a5a4 h5h6 b3a2 h6h7 a2b1 h7h8q,450,승격
DjJpL,8/8/6KP/8/8/3p4/3k4/8 w - - 1 60,h6h7 d2c2 h7h8q,450,승격
JmWwM,2r3k1/ppr4p/4p3/5pp1/PP1P4/6P1/2R2KPP/1NR5 b - - 0 25,c7c2 c1c2 c8c2,451,결정적 우위
0PPPx,r1b2r2/4bppk/ppp4p/5P2/2q1P1Q1/2N5/PPP3PP/R1B2R1K b - - 0 17,c4f1,451,메이트 1수
FWAO8,7k/p1n2rpp/8/8/8/4Q1P1/Pq5P/4R1K1 w - - 0 29,e3e8 c7e8 e1e8 f7f8 e8f8,451,메이트 3수
GabEc,5Q2/pppr3k/1b5p/6p1/4P3/1P6/PB2R1PP/7K b - - 0 31,d7d1 e2e1 d1e1 f8f1 e1f1,451,메이트 3수
QI576,4r1k1/6p1/8/8/8/1PP4P/P4pP1/5R1K b - - 1 41,e8e1 h1h2 e1f1,451,핀
06yGB,8/8/1p6/6K1/8/2k4P/8/8 w - - 2 63,h3h4 b6b5 h4h5 b5b4 h5h6 b4b3 h6h7 c3c2 h7h8q,451,승격
9lF2P,8/8/6K1/p7/7P/1k6/8/8 b - - 1 44,a5a4 g6g7 a4a3 h4h5 a3a2 h5h6 a2a1q,451,승격
GNtc9,8/8/6K1/p7/7P/1k6/8/8 w - - 2 48,h4h5 b3a2 h5h6 a2b1 h6h7 a5a4 h7h8q,451,승격
RxTbc,8/8/8/pp2p3/7P/2k5/P7/7K w - - 0 47,h4h5 b5b4 h5h6 c3b2 h6h7,452,전진한 폰
05332,2b1r2k/2p4p/p2b1ppB/1p1P4/3R4/PB5P/1PP2PP1/6K1 b - - 0 26,e8e1,452,메이트 1수
0t9oT,r7/8/5k1P/5P2/1pP5/1P1R2p1/6P1/6K1 b - - 0 43,a8a1 d3d1 a1d1,452,메이트 2수
3jV1Y,6k1/p5p1/4p2p/8/P3R3/4B3/1rP2PPP/6K1 b - - 0 25,b2b1 e3c1 b1c1 e4e1 c1e1,452,메이트 3수
9cVtv,8/1p6/2p5/p7/5P2/2k5/6K1/8 w - - 0 52,f4f5 b7b5 f5f6 b5b4 f6f7 b4b3 f7f8q,452,승격
d5rDQ,8/8/8/5p2/P7/1P6/2P1K1k1/8 b - - 0 44,f5f4 a4a5 f4f3 e2e3 f3f2,453,전진한 폰
DAqs3,4r1k1/p3rpb1/2pQ3p/1p5P/3P4/2Pp4/PP3PP1/3R2K1 b - - 1 30,e7e1 d1e1 e8e1,453,우위 잡기
FIkIe,8/8/r5k1/3Pp1pp/8/2BP4/1P3RPP/7K b - - 1 28,a6a1 c3e1 a1e1 f2f1 e1f1,453,메이트 3수
p3AAH,8/p1rRk1bp/1p2p1p1/5p2/8/2P5/PP3PPP/3R2K1 b - - 6 27,c7d7 d1d7 e7d7,454,우위 잡기
DXUvH,3r2k1/2q2pp1/p1p2n1p/1r6/N1pQ4/P7/5PPP/2RR2K1 w - - 0 25,d4d8 c7d8 d1d8,454,결정적 우위
EvnWk,5r2/2k3p1/Rbpppr1p/8/PPQ4P/2P5/8/1K6 b - - 2 32,f6f1 c4f1 f8f1,454,결정적 우위
O9dnx,rn4kr/p1p2qp1/1p5p/3p4/1B1P4/1N2QP1n/PPB4P/2K1R3 w - - 6 23,e3e8 f7e8 e1e8,454,결정적 우위
Bm9pH,8/6pk/P4p1p/1p6/1Pn3P1/4P3/3p2K1/3R4 b - - 0 56,c4e3 g2f2 e3d1,454,포크
0QT1z,4r1k1/1pp2ppp/1pn3q1/1B6/8/2P3N1/bP3PPP/R3R1K1 w - - 0 19,e1e8,454,메이트 1수
0WO0S,8/3k1N1p/3PpBp1/2b1P3/q7/8/6PP/3R3K b - - 0 38,a4d1,454,메이트 1수
0Fje7,2R2bk1/5p2/6pQ/8/4p3/pP2P3/r5PP/7K b - - 0 37,a2a1 c8c1 a1c1,454,메이트 2수
0J7kD,7k/6pp/p3r3/1p6/8/7P/Pq3PP1/2R2RK1 w - - 0 27,c1c8 e6e8 c8e8,454,메이트 2수
IHF9h,8/8/6p1/2r1p3/4R3/P5kP/4B1P1/7K b - - 0 41,c5c1 e2d1 c1d1 e4e1 d1e1,454,메이트 3수
5HSIn,8/8/6P1/8/p6K/1k6/8/8 w - - 1 56,g6g7 a4a3 g7g8q,454,승격
35xxN,4r1k1/pp5p/6p1/b2p1p2/7P/1R6/PB2rPP1/1B1R2K1 b - - 0 27,e2e1 d1e1 e8e1,455,결정적 우위
D6kGJ,r5k1/pppbqp2/6pp/3Pr3/5Q2/1P1B4/P4PPP/R3R1K1 b - - 3 20,e5e1 a1e1 e7e1,455,결정적 우위
Gx8Vl,4rk2/p1p3pp/2p1rP2/8/2P2P2/8/P5PP/R3R1K1 b - - 0 20,e6e1 a1e1 e8e1,455,결정적 우위
Hc0PC,1q4k1/p4p2/6pb/3R4/P4P2/6Pp/5K1P/3R4 w - - 0 41,d5d8 b8d8 d1d8,455,포크
5vaXF,8/8/7p/2k1KP1P/8/1p6/8/8 w - - 0 46,f5f6 b3b2 f6f7 b2b1r f7f8q,455,승격
Jocgy,8/8/p5K1/1p6/1k5P/8/8/8 w - - 0 59,h4h5 b4a3 h5h6 b5b4 h6h7 b4b3 h7h8q,455,승격
K95hv,8/8/1p6/7P/p5K1/8/1k6/8 w - - 1 66,h5h6 a4a3 h6h7 b2b1 h7h8q,455,승격
82dLg,8/8/8/5pP1/2pk4/8/8/2K5 w - - 1 50,g5g6 d4c3 g6g7,456,전진한 폰
5ovrP,r1b2rk1/pp1p1ppp/5n2/q2NN3/2B5/8/PPPb1PPP/R2QK2R w KQ - 0 12,d1d2 a5d2 e1d2,456,결정적 우위
XLJs1,2k5/1p3b2/p7/7p/4NKp1/1PP5/7P/8 w - - 4 40,e4d6 c8d7 d6f7,456,포크
0CLrY,r1b1r1k1/1pp2ppp/p1n2q2/3p4/P2b2PP/1PN5/1BPPQPB1/2KR3R w - - 0 14,e2e8,456,메이트 1수
0QvJO,4r1k1/pp3pp1/8/7p/8/6Q1/PP4RK/3q4 w - - 0 34,g3g7,456,메이트 1수
7NUUy,3r2k1/pppq1pp1/7p/4R3/2P5/P1P5/1PQ2PPP/6K1 b - - 0 22,d7d1 c2d1 d8d1 e5e1 d1e1,456,메이트 3수
97XVN,2K5/8/8/3P2p1/5k2/8/8/8 w - - 0 61,d5d6 g5g4 d6d7 g4g3 d7d8q,456,승격
W6kk2,8/1p2K1k1/p7/5P2/n7/8/8/8 w - - 0 69,f5f6 g7g6 f6f7,457,전진한 폰
FvZ9R,4r1k1/4rp2/p1p3pp/1p1p4/1P3P2/P3B1P1/2R4P/4RK2 b - - 0 38,e7e3 e1e3 e8e3,457,우위 잡기
PC2z8,2rr2k1/5ppp/2qbb3/3p4/1p1B4/1Q2P2P/1P2BPP1/R1R3K1 b - - 2 23,c6c1 a1c1 c8c1,457,우위 잡기
Z9cWG,6k1/6pp/8/1p3pN1/8/1q5P/2r2PP1/3r1QK1 w - - 0 34,f1d1 c2c1 d1c1,457,우위 잡기
00dOP,r2q1k1r/pbp1bppp/1p2p3/1B1nN3/3P1Q2/8/PPP2PPP/R1B2RK1 w - - 6 13,f4f7,457,메이트 1수
2LcFx,8/8/8/K6p/P7/8/1P4k1/8 b - - 0 46,h5h4 b2b4 h4h3 b4b5 h3h2 b5b6 h2h1q,457,승격
MS8Oy,8/K7/8/P7/6p1/5k2/2P5/8 b - - 0 39,g4g3 a5a6 g3g2 a7b7 g2g1q,457,승격
0DcL1,4r1k1/2q2r1p/2p2p1B/p2b2p1/3P4/P7/5PPP/4RNK1 w - - 0 29,e1e8 f7f8 e8f8,458,메이트 2수
11dQ2,6k1/1p1R1p1p/p1n1r1pB/2P5/KP6/P6r/8/3R4 w - - 14 41,d7d8 c6d8 d1d8 e6e8 d8e8,458,메이트 3수
BmDlj,8/8/6p1/1K5p/P7/6k1/8/8 w - - 0 50,a4a5 g6g5 a5a6 g5g4 a6a7,459,전진한 폰
KA8t4,8/2p4p/1p6/pk3P2/5K2/8/8/8 w - - 0 45,f5f6 a5a4 f6f7,459,전진한 폰
SX6Rm,1K6/8/8/6pp/P5k1/8/8/8 w - - 0 43,a4a5 g4h4 a5a6 g5g4 a6a7,459,전진한 폰
exT0Q,8/8/8/p3K3/2k2P2/8/8/8 b - - 1 60,a5a4 f4f5 a4a3 f5f6 a3a2,459,전진한 폰
U0Xax,r1b3k1/p4qp1/1pn1p1p1/3p1r2/3P4/P2Q3N/1PP1N1PP/4RR1K b - - 9 20,f5f1 e1f1 f7f1,459,우위 잡기
z7vY7,r1b1r1k1/ppp2ppp/n4n2/2qP4/8/P1N2P2/1PP1Q1PP/1K2RB1R w - - 0 16,e2e8 f6e8 e1e8,459,우위 잡기
